KEY,WORDS,MULTIPLICITY,2
,) (rotate,1
,) (fromTo,378
,) End,21
,) Off,50
,) (track,602
,) (dice,92
,) (map,296
,) (pair,1553
,) (roll,44
,) next:(or,23
,) ("Sohatara",1
,) next:(if,42
,) ("RemoveAPiece",15
,) if:("NotEnemyOrOnlyOne",21
,) if:(not,58
,) cells:{,31
,) if:(or,36
,) ("EnterAPiece",2
,) BOOLEAN,142
,) top:BOOLEAN,12
,) ("IfEnemyBlotIt",2
,) steps:(pips,4
,) ("MoveAPiece",2
,) noMoveYet:(firstMoveOnTrack,2
,) ("MoveAPieceIf",4
,) ("Bar",4
,) (face,21
,) (value,169
,) if:(>=,11
,) ("AllPieceInOpponentSide",3
,) ("PieceInOpponentQuadrantOrNoPieceInTheBoard",3
,) ifAfterwards:(<=,2
,) ("SetScoreOf",2
,) level:(level,241
,) (trigger,10
,) next:(move,34
,) ("EnemySite",2
,) (handSite,222
,) ("PieceCanEnterOnlyIfNoPieceOnArc",1
,) ("Movement",2
,) steps:(-,40
,) ("PieceHalfStacked",2
,) ("UnstackHalf",3
,) ("UnstackFull",2
,) if:("PieceStacked",3
,) ("MoveOnTrack",5
,) (can,50
,) if:("DieNotUsed",1
,) (pips,17
,) ("MoveOppositeDice",1
,) (all,29
,) count:(count,347
,) -2,2
,) next:("Move",1
,) ("Move",11
,) ("ThrowAgainAndPlay",2
,) ("ThrowMove",1
,) ("StopTurnIfNoMoveAgain",1
,) (games,2
,) next:(priority,3
,) (max,34
,) if:"NotEnemyOrOnlyOne",1
,) FromTop,48
,) if:("PieceUnstacked",2
,) ("SiteToMoveOnTrack",12
,) ("PieceOnAnkhWasetHasMoved",2
,) ("PieceOnAnkhWasetHasToMove",1
,) (swap,6
,) ("KendallMoves",1
,) ("MoveInFrontPieces",1
,) ("NoStartingThrow",8
,) ("BearOffPiece",8
,) ("BearOffPieceOnWater",8
,) ("MoveInFront5Pieces",8
,) ("MoveInFront7Pieces",7
,) ~,15
,) ("BearOffPieceIfNoPieceInHomeRow",8
,) ("BearOffPieceOnWaterIfNoPieceInHomeRow",8
,) ("ThrowOfOne",8
,) ("SetStartingThrow",8
,) ("TrapRule",4
,) if:BOOLEAN,21
,) (mover,61
,) ("PieceMovement",2
,) ("SiteToEnter",1
,) ("ResetAdditionalThrow",7
,) ("AutoCaptureLastPiece",3
,) ("SaveAdditionalThrow",2
,) ("NewTurn",4
,) ("HasAnAdditionalThrow",1
,) ("MoveApieceAfterThrowing",2
,) whats:{,2
,) ("NotGroupOfThree",2
,) (*,98
,) ("NumEnemyPiecesOnBottomRow",1
,) if:(and,130
,) (mapEntry,65
,) ("HandEmpty",10
,) ("EmptyOrFriednIfNotSpecialRegion",2
,) ("OneEnemyPiece",5
,) ("HasToThrowAgain",1
,) ("GetAnotherThrow",1
,) level:NUMBER,14
,) Mover,168
,) stack:BOOLEAN,75
,) ("AllPieceInCentre",1
,) (regionSite,16
,) index:NUMBER,32
,) ("Die2",8
,) (if(and,1
,) ("HuckeSite",2
,) next:(do,7
,) ("UpdateScore",3
,) ("CanMove2PiecesToHucke",1
,) ("CanMove2PiecesFromHucke",1
,) ("ThrowValue",11
,) (from,26
,) ("PieceMove",2
,) ("Stack",1
,) if:(=,73
,) (what,82
,) Orthogonal,166
,) if:(!=,34
,) ("CloserToCentre",2
,) ("ReleaseCapturePiece",1
,) ifAfterwards:(not,189
,) ("MouseMove",1
,) ("ElephantMove",1
,) ("LionMove",1
,) ("InTheGoal",2
,) ("HopSequence",3
,) SSW,2
,) SSE,2
,) P1,21
,) (score,99
,) ("ToIsOnTheRegionToFill",3
,) column:(*,15
,) column:("Dim",5
,) column:NUMBER,10
,) (step,7
,) ("CanMoveAnotherStone",1
,) to:(last,34
,) (trackSite,16
,) to:Next,3
,) ("Centre",8
,) ("TakeBall",2
,) if:(if,25
,) ("CanMoveANewShip",1
,) ("CapturingPortNotAttacked",1
,) ("Bange",1
,) ("Dust",3
,) ("Die3",7
,) ("Die1",2
,) ("TrackMove",2
,) ("NotDoubleValue",1
,) ("HasDouble",1
,) ("DoubleValue",2
,) (site,31
,) (who,34
,) ("StorePreviousPipsUsed",3
,) level:(last,9
,) ("StoreMovePair",1
,) P3,1
,) P4,1
,) ("MoveAPieceOf",2
,) ("GoalReached",1
,) (where,23
,) ("FinalSite",6
,) level:(where,4
,) ("KillingSite",1
,) ("TopRightSquare",1
,) ("CentralSquare",1
,) ("BegginingFinalTrack",1
,) (level,1
,) (topLevel,2
,) ("ActivePiece",3
,) ("Sig",2
,) maxState:NUMBER,2
,) ("MoveGhoula",1
,) ("SameDirection",4
,) ("NotInOrThroughGoal",3
,) (start,41
,) ("KickTheBall",6
,) ("CanKickAgainWithoutMoving",3
,) at:EndOfTurn,39
,) Forward,10
,) Backward,39
,) count:"NumInitPiece",4
,) to:P2,11
,) to:P1,11
,) ("Center",4
,) ("WhereHyena",1
,) level:("LevelHyena",1
,) ("MoveHyena",1
,) (state,34
,) ("HopTheWater",2
,) ("RememberSelectedTrack",6
,) ("MoveOn",8
,) ("MadeACompleteCircuit",1
,) ((=,7
,) ((<,2
,) stack:,3
,) ("IsSpecialThrow",2
,) ("SetValueAlly",2
,) ("RightCentralAlly",1
,) ("EdgeInCommon",2
,) ("NoEdgeBetweenCells",5
,) (/,48
,) (players,5
,) ("Die4",1
,) ("Die5",1
,) ("Die6",1
,) (size,21
,) ("MovePiece",1
,) ("Throw1",2
,) ("WhereBankor",1
,) level:("LevelBankor",3
,) ("StateBankor",1
,) ("MoveBankor",1
,) to:Mover,2
,) to:("SiteToMoveOnTrack",1
,) to:("NextSiteFrom",1
,) ("Goal",1
,) ("Same",11
,) apply:(if,67
,) (min,10
,) to:(trackSite,13
,) steps:(count,4
,) next:(sow,19
,) apply:(and,8
,) apply:,7
,) ("NextSite",1
,) steps:#1,1
,) ("SitesSowed",1
,) ("NextSiteExist",3
,) ("SowAgainMove",1
,) count:(var,1
,) apply:(fromTo,17
,) ("Sow",4
,) (sow,18
,) count:(+,12
,) ("PlayFromLastHole",16
,) skipIf:(is,2
,) origin:BOOLEAN,9
,) to:(union,1
,) sowEffect:(if,1
,) Undefined,2
,) (var,32
,) to:(sites,8
,) ("OnlyOneInInner",1
,) (ahead,29
,) W,64
,) E,76
,) ("HoleOnLeft",1
,) ("EqualOrLessThanLeftHole",1
,) ("MaximumOfTwoHolesInInner",1
,) ("HaveToMakeExtraCapture",1
,) count:,4
,) ("NoPiece",2
,) ("OwnedHoles",18
,) ("OpponentOwnedHoles",3
,) count:(min,15
,) ("RemmemberOwnedHoles",11
,) ("NumCapturedPieces",2
,) ("NoNedf",6
,) skipIf:(and,9
,) ("NumCountersToCapture",1
,) (if(<,1
,) ("UpdateNumCaptureTwo",1
,) ("UpdateNumToCapture",1
,) (values,28
,) backtracking:BOOLEAN,8
,) to:("NextHole",3
,) ("RemmemberNextOwnedHoles",1
,) ("RemmemberSowedHoles",1
,) includeSelf:BOOLEAN,8
,) ifAfterwards:(<,6
,) phases:,9
,) origin:(<,2
,) backtracking:(and,1
,) ("PiecesOwnedBy",6
,) skipIf:("OnlyOnFilledHoles",1
,) ("ForgetValue",1
,) ("NotMoverStore",1
,) apply:(moveAgain,1
,) backtracking:(=,1
,) next:(and,1
,) to:(var,2
,) ifAfterwards:"NoMovesNext",1
,) ("WestHole",2
,) ("EastHole",2
,) ("PlayableSites",50
,) skipIf:(not,6
,) skipIf:(=,2
,) ("NoOccupiedFreeHoles",3
,) ("NumCaptureSeeds",1
,) count:(mapEntry,1
,) ("NoPieceOnOwnedHolesP2",1
,) ("RememberOwnedHolesRandom",5
,) ("NextHole",7
,) ifAfterwards:(or,8
,) count:(value,6
,) forward:BOOLEAN,4
,) skipIf:(or,11
,) ("SameTurn",7
,) ("BlockingHoles",10
,) count:(-,9
,) backtracking:(or,1
,) count:(if,4
,) (,1
,) if:,2
,) level:(topLevel,3
,) level:(-,28
,) (next,16
,) count:("Columns",1
,) ("CanCaptureHoles",1
,) ("RemmemberCanCaptureHoles",1
,) ("NumOwnedHoles",2
,) index:(-,2
,) ("RemmemberOpponentOwnedHoles",1
,) ("Stores",3
,) skipIf:(if,1
,) ("Tuz",1
,) origin:(!=,1
,) ("CaptureFromTuzOf",1
,) ("StepMove",48
,) to:NUMBER,6
,) ("NoSites",2
,) use:Cell,15
,) if:(can,2
,) (tile,28
,) ("CheckLineRightSubGame",1
,) ("AddPiece",10
,) ("SitesControlledBy",2
,) ("MPScoring",1
,) ("ScoreTerritory",1
,) stop:(<,3
,) copy:BOOLEAN,9
,) count:(size,3
,) next:(add,1
,) Neutral,1
,) ("MoveStackPart",1
,) stopIncluded:BOOLEAN,8
,) steps:(/,4
,) ("Capturable",5
,) ("Remember",6
,) Next,3
,) ("Capture",1
,) ("MoveStack",2
,) ifAfterwards:("CapturableInAnyDirection",1
,) next:("Capture",1
,) ("RememberAllCapturables",1
,) if:(all,3
,) Adjacent,3
,) All,17
,) (surround,6
,) Own,19
,) Enemy,9
,) -1,2
,) ("Score",1
,) ("IsEmpty",1
,) (coord,14
,) NotEmpty,3
,) if:"NoNeighbour",1
,) in:(sites,16
,) if:"NonAdjacent",2
,) (note,7
,) next:(set,5
,) ("BlackVC",6
,) ("WhiteVC",6
,) ifAfterwards:"IsNotCut",1
,) min:NUMBER,1
,) ("MidpointSquares",1
,) ("AllCornersSquareEmpty",1
,) ("AllCornersSquareOccupied",1
,) Diagonal,34
,) ("HasCrosscuts",1
,) next:("ResolveTheValue",1
,) ("Choose2Resolve",1
,) ("ResolveTheValue",1
,) ("Place",1
,) (push,2
,) column:(-,5
,) (path,2
,) ifAfterwards:(is,8
,) path:BOOLEAN,2
,) ("IsSidesConnected",3
,) Empty,5
,) ("Remove",2
,) ***,13
,) ifAfterwards:(all,2
,) next:("UpdateScore",1
,) ("Plant",1
,) ("Grow",2
,) exact:BOOLEAN,2
,) ("CheckLine3LastFrom",3
,) ("RemoveEnemyPieceNotInLine3",4
,) column:(column,3
,) ("ShiftLeft",1
,) ("ShiftRight",1
,) ("ShiftUp",1
,) ("ShiftDown",1
,) ("IsLine",1
,) ("IsMill",2
,) ("AdjacentOccupiedUpDown",1
,) ("EmptySlideSitesUpDown",1
,) ("PendingMillSites",1
,) ("Check4Mill",1
,) ("FirstPlacement",1
,) ("FirstAction",1
,) ("SlideAdjacent",1
,) ("DestroyEachMillsByCapturingAStaticPiece",1
,) ("ThenIfMillsAddSites2PendingAndMoveAgain",1
,) (range,15
,) ("Push",6
,) what:(next,2
,) what:(mover,3
,) value:NUMBER,8
,) ("RemoveEnemyPiece",4
,) ifAfterwards:(can,4
,) ("ResetGame",2
,) (layer,3
,) SameLayer,3
,) ("SquarePattern",1
,) ifAfterwards:(and,12
,) ("TwoFriendPieces",2
,) ("ReplaceEnemyPieceByNeutral",1
,) ("NotSameRegion",4
,) ("AllDifferent",11
,) ifAfterwards:("HasFreedom",1
,) ifAfterwards:"HasFreedom",2
,) ("Nbors",6
,) ("StepIteration",4
,) ("SomeSite",1
,) if:("ReachesPlayer",1
,) ifAfterwards:("NoCorneredGroups",1
,) ("CaptureSurroundedPiece",1
,) ("OpponentHas",3
,) if:("Placeable",1
,) ("Unfriendlies",1
,) ("MoveAllowed",3
,) at:(between,1
,) ("HopEnemy",1
,) ("HopNeutral",1
,) ("Placement",1
,) ("TieBreaker",2
,) (flip,1
,) (append,1
,) (custodial,5
,) ("StartSitesTeam2",1
,) ("StartSitesTeam1",1
,) ("ReplaceByLargePiece",1
,) ("Team2OnlyOnStartSitesTeam1",1
,) ("ScoreTeam2",3
,) with:(piece,2
,) ("SurroundedThrall",2
,) ("SurroundedJarl",2
,) ("SurroundedEnemyOnOuterEdge",1
,) Axial,2
,) if:"JarlButNotTheExpandedCentre",3
,) ("DiagonalCapture",1
,) except:NUMBER,3
,) ("CaptureCastleAndStoreItTo",2
,) ("Throne",4
,) ("PiecesSurroundingAreNotAdjacent",2
,) ("Custodial",3
,) ("SurroundCorners",1
,) #4,10
,) ("IsVagi",17
,) ("Rescue",4
,) ("IsAlligatus",7
,) if:("IsAlligatus",3
,) ("Hop",8
,) ("Blocked",6
,) ("UlrichPieceMovement",3
,) ("Released",3
,) ("RemoveBlockedEnemyPiece",3
,) ("SurroundOnCorners",6
,) ("Castle",14
,) if:("EmptyButNotVisitedWithEnemyIn",2
,) #5,24
,) SameDirection,17
,) ("CaptureAgainIn",2
,) OppositeDirection,7
,) ("MoveAgainIn",2
,) if:("EmptyWithEnemyIn",2
,) ("CaptureFromLast",4
,) ("MoveIn",3
,) ("AgressiveRegion",1
,) ("NextNoPieceInRegion",3
,) after:(count,48
,) ("DoubleCounterHopAgain",1
,) ("HopDiscDouble",1
,) ("HopDiagonalSequenceCaptureAgain",3
,) steps:,2
,) ("HopKingAgain",1
,) ("HopDiagonalSequenceCapture",1
,) ("OrthogonalHopCaptureCounter",3
,) ("DiagonalHopCaptureCounter",1
,) ("MoveAgainIfCanCaptureAgain",4
,) before:(count,4
,) ("HasCaptured",3
,) ("DidNotCaptured",1
,) ("HuffOnePieceOf",6
,) ("MoveOrCapture",2
,) (repeat,3
,) ("StepRotationalToEmpty",2
,) ("HigherValue",2
,) ("OneSinglePiece",2
,) ("StepToEmptyToward",1
,) ("MoveChoice",1
,) ("PromotionIfOppositeSideReached",1
,) ("CaptureAgain",3
,) ("Inward",4
,) ("Step",1
,) ("HopGeneral",2
,) ("StepOrthogonalToEmpty",1
,) ("HopOrthogonalCapture",3
,) (merge,1
,) ("LessThanFourSticksOnBoard",1
,) ("ReplaceStick",1
,) ("ResetMoveCount",2
,) count:("StackSize",3
,) ("StepsTaken",1
,) from:(from,9
,) (%,9
,) ("Promote",6
,) ("Deploy",1
,) ("CanNotMove",4
,) ("RemovePiecesIfCheckmate",3
,) ("CaptureEnemyToPiece",16
,) ("RememberKingMovedOrChecked",3
,) ("KingSites",4
,) ("SitesNextToKing",4
,) ("RememberRookMoved",4
,) (promote,17
,) ("NextCanNotMove",51
,) ("PieceHasMoved",30
,) ("SetFirstCheck",1
,) ("PowerfulPieceOnColumnHasBeenRemoved",2
,) ("RememberMoved",1
,) NE,30
,) NW,32
,) SE,30
,) SW,32
,) ("PromoteToAssignedPiece",1
,) ("ThirdPromotionOfSpecialPawn",1
,) ("EnemyNotImmumned",6
,) ("ToEmptyInitSiteShahPawn",1
,) ("IsInCheck",6
,) ("PlayAPiece",1
,) (board,1
,) ifAfterwards:(if,1
,) ("HasNeverMoved",4
,) ("NextCanNotMoveToProtect",1
,) ("RememberKingMoved",1
,) if:#4,29
,) next:(slide,1
,) ("DoCastle",20
,) ("Boom",3
,) ("RememberPieceHasMoved",6
,) ("CaptureToPieceAndResetCounter",3
,) ("History_HasNeverMoved",3
,) ("Castle_Base",2
,) ("Castle_KingRook",2
,) ("IsPawnUnblocked_Base",1
,) ("PawnHop",4
,) ("PromoteTo",17
,) ("NextCannotMove",16
,) distance:NUMBER,2
,) ("CaptureForwardDiagonal",2
,) ("StepForwardToEmpty",3
,) num:NUMBER,2
,) (column,22
,) (slide,18
,) ("RemoveKingIfCheckmate",24
,) ("EagleMovement",3
,) ("RhinoMovement",3
,) ("WasCaptured",3
,) ("PromoteMove",2
,) ("AtLeastAStrongPieceWasCapture",1
,) ("GetSiteLevel",3
,) ("QueenMove",1
,) ("KnightMove",2
,) ("BishopMove",1
,) ("KingMove",2
,) ("RookMove",1
,) ("PawnMove",3
,) ("PawnDoubleMove",2
,) ("PawnCapture",2
,) ("PlacePawn",5
,) ("StepGrabMove",1
,) ("InPromotionZone",7
,) ("CorrectColumn",1
,) ifAfterwards:("CorrectColumn",1
,) if:("OnePawnPerColumn",10
,) ("PlaceLance",8
,) ("PlaceKnight",8
,) ("PromoteDecision",1
,) ("CaptureEnemy",10
,) ("SlideMove",15
,) ("DoubleStep",38
,) ifAfterwards:("IsInCheck",1
,) if:"NotEmptyAndNotAnotherPo",2
,) ifAfterwards:"GeneralNotCheck",1
,) ("EnemyCannotMove",5
,) ("SinceOnTurn",1
,) next:(remove,1
,) Shared,4
,) ("NotaKing",2
,) ("CaptureGeneralOf",1
,) ("EnemyNotKing",5
,) ("RemovePiecesIfPlayerHasLost",6
,) ("PlayerLoseIfNoPiece",6
,) ("NoPieceOnBoard",1
,) count:#1,1
,) ("InactivePiece",3
,) ("OpponentPieceAtHome",1
,) ("UncoupledKing",1
,) ("CreateAKing",1
,) ("RemovePiece",1
,) ("AllowToBegin",1
,) ("RevealAPiece",1
,) next:(forget,2
,) ("Hit",1
,) ("DefinePiece",5
,) ("DeclareVictory",1
,) ("OnlyOnePieceMovingOutOfHome",1
,) ("ActivatePiece",3
,) ("UnsetCapturingPiece",1
,) ("SetCapturePiece",1
,) ("SetCapturingPiece",1
,) ("CaptureMove",1
,) ("UnsetCapturingPieces",1
,) ("RemoveCapturedPieces",1
,) ("SurroundedDirections",1
,) ("CaptureToPieceAndAddScore",1
,) next:"PlayAPiece",1
,) (exact,2
,) ("NearestIcebergs",2
,) distance:(-,6
,) NNW,1
,) NNE,1
,) ("SlideToCapture",1
,) ("MiddleSites",8
,) ("PieceNowMoveToTheEntry",1
,) ("AdvanceOn",2
,) ("PromoteToLion",1
,) ("LionMoveOn",1
,) ("EntryEmpty",1
,) ("HaveDiscToPlace",1
,) ("LetInDisc",1
,) ("EntryEmptyOrOccupiedByEnemy",1
,) ("HaveLionToPlace",1
,) ("LetInLion",1
,) if:"NoFriendlyAdjacent",1
,) if:"FriendlyAdjacent",1
,) ifAfterwards:"Captures",1
,) if:("SomeSite",1
,) ("PieceCanBeCapture",2
,) if:("InactivedPiece",1
,) ("ActiveInactivedPiece",1
,) ("Cardinal",7
,) ("NorthEast",2
,) ("SouthEast",2
,) ("NorthWest",2
,) ("SouthWest",2
,) ("ReachableCardinalFrom",4
,) ("ReachableFrom",4
,) from:#1,2
,) ("EastOf",2
,) ("WestOf",2
,) ("Continue",1
,) ("RemoveSiteTypeOccupiedPiece",2
,) ("RemovePlayerLastPiece",1
,) ("MoveLastCellToEmptyCellOverEmptyEdge",1
,) ("MoveVertexToCell",1
,) ("MoveEdgetoCell",1
,) ("MoveCellToEnemyCellOverEmptyEdge",1
,) ("MoveCellToEmptyCellOverVertex",1
,) ("MoveCellToEdge",1
,) ("MoveCellToVertex",1
,) ("CapturePiecesAndMakeVisible",1
,) ("CaptureDefenderAndMoveAttackerAndMakeVisible",1
,) ("CaptureAttackerAndMakeVisible",2
,) FromBottom,7
,) (abs,13
,) ("DivisionWithDistance",1
,) ("Addition",1
,) ("Substraction",1
,) ("Multiplication",1
,) ("Division",1
,) ("GeometricProgression",1
,) ("HarmonicProgression",1
,) ("CaptureConditions",3
,) ("NoStackedPiece",1
,) (dominoes,1
,) ("SitesAroundLargestChainIfOFMover",1
,) to:(from,3
,) (sizes,3
,) from:(to,4
,) ("PlayableSite",2
,) to:("FirstFriend",2
,) ("DestinationGroupSize",2
,) ("IsSingleGroupOf",2
,) ("Last2MoveEnd",1
,) if:("IsControlledBy",4
,) ("ScoreFor",4
,) ("MoveTwiceThenScore",2
,) /-----------------------------------------(define,2
,) to:(to,1
,) ("IsPlayableSiteType",1
,) ("MoveTowardFriendInSameLine",1
,) at:(site,4
,) in:(difference,6
,) (#2,6
,) ("StepPiece",1
,) next:("Stalemate",1
,) ("Stalemate",1
,) ("LastStateRemove",2
,) ("PlaceHex",2
,) ("PlaceDisc",1
,) ("DiscStep",1
,) ("NonpriorityMoves",2
,) (#1,2
,) next:(#1,1
,) (propose,1
,) ("FinalizeScores",1
,) ("GeneralHop",2
,) if:"HexSite",1
,) (select,1
,) to:(site,1
,) ("NearestPieces",2
,) to:(forEach,4
,) ****,8
,) ("NonMoverHops",1
,) to:(intersection,2
,) ("SitesEdge",2
,) cells:,4
,) ("EdgeIsOriented",1
,) if:("NeedsConnection",2
,) ("HalfWayEdge",1
,) in:(intersection,1
,) in:("Twist",4
,) ("NotCrossingConnector",1
,) ("AddConnector",1
,) ("RemoveConnector",1
,) ("Scoring",1
,) ("Add2EmptyWithConsequenses",1
,) ("LargerGroup",2
,) //meadow,1
,) ("Dvapara",3
,) ("Krta",1
,) ("Kali",1
,) ("Treta",1
,) if:("NoEdgeBetweenCells",1
,) use:Edge,2
,) ifAfterwards:"CrossLine",2
,) ("RemoveCutBranch",1
,) closed:BOOLEAN,1
,) applyAfterAllMoves:BOOLEAN,1
,) (mode,2
,) ("InitHand",1
,) (amount,3
,) ("ShowHand",1
,) index:(value,3
,) (results,3
,) if:("PositionAndColorOK",1
,) ("AddBlackHint",1
